name,online_order,book_table,rate,votes,location,rest_type,cuisines,cost_for_two,type
Sindhuri Restaurant,Yes,No,3.1,19,Marathahalli,Casual Dining,others,600.0,Delivery
Fresh Code,No,No,3.5,0,Bannerghatta Road,"Takeaway, Delivery","Chinese, North Indian",300.0,Delivery
Breaktime Brew,Yes,No,3.7,24,Koramangala 7th Block,Cafe,Cafe,550.0,Delivery
Udupi Garden,No,No,3.0,44,Yeshwantpur,Quick Bites,others,300.0,Delivery
Al Daaz,Yes,No,4.2,581,HSR,Casual Dining,others,550.0,Delivery
Basaveshwara Khanavali,No,No,3.3,11,Bellandur,Quick Bites,South Indian,150.0,Dine-out
Affa Cafeteria,No,No,3.4,0,Electronic City,Quick Bites,Fast Food,200.0,Delivery
The Spice Bazaar,No,Yes,4.2,337,Lavelle Road,"Casual Dining, Bar","North Indian, Mughlai",1000.0,Drinks & nightlife
East Delicious,Yes,No,4.0,497,Marathahalli,Casual Dining,"Chinese, Thai",600.0,Delivery
Oven Fresh,No,No,3.7,0,Domlur,Bakery,"Bakery, Fast Food",600.0,Delivery
Messy Bowl,No,No,3.5,73,Banashankari,Quick Bites,"Fast Food, Beverages",500.0,Dine-out
Al Amal Cafe,No,No,4.0,74,Kammanahalli,others,"Cafe, Fast Food",300.0,Cafes
Alibaba Cafe and Restaurant,No,No,2.9,56,Kalyan Nagar,Casual Dining,others,700.0,Delivery
Eatsaa,No,No,3.5,8,New BEL Road,Quick Bites,Chinese,300.0,Delivery
Eatsomnia,Yes,No,4.2,0,JP Nagar,Delivery,others,500.0,Delivery
Smooth,No,No,3.3,0,Kalyan Nagar,Dessert Parlor,"Desserts, Ice Cream",200.0,Desserts
XO Belgian Waffle,Yes,No,4.5,221,Brigade Road,others,"Desserts, Beverages",450.0,Desserts
Tata Cha,Yes,No,3.9,681,Indiranagar,Cafe,others,500.0,Cafes
Dine In,No,No,3.6,8,Brigade Road,Quick Bites,others,400.0,Delivery
Milk N Shakes,Yes,No,3.7,47,Koramangala 8th Block,others,Beverages,300.0,Delivery
New Prashanth Hotel,Yes,No,3.1,40,New BEL Road,Casual Dining,others,750.0,Dine-out
XO Belgian Waffle,Yes,No,4.4,0,Kalyan Nagar,Dessert Parlor,"Desserts, Beverages",400.0,Desserts
Mongolian Kitchen,No,No,3.8,30,BTM,Quick Bites,others,500.0,Dine-out
Hoppipola,No,No,4.3,1721,Church Street,others,others,1300.0,Drinks & nightlife
Appam & Curry,Yes,No,3.8,18,Koramangala 1st Block,Quick Bites,"Kerala, South Indian",200.0,Dine-out
Call A Cake,Yes,No,3.6,41,BTM,Delivery,Bakery,500.0,Delivery
Frozen Bottle,Yes,No,3.8,58,Brookefield,others,"Beverages, Desserts",400.0,Desserts
Crispy Crust Pizza,Yes,No,3.1,45,Indiranagar,Delivery,Pizza,450.0,Delivery
Onesta,Yes,Yes,4.6,2750,Marathahalli,others,others,600.0,Delivery
Ruh's Cafe,Yes,No,4.1,465,BTM,Cafe,others,500.0,Dine-out
Ultra Biriyani Paradise,No,No,3.3,9,Shanti Nagar,Quick Bites,Biryani,300.0,Dine-out
Tandoor Box,Yes,No,3.5,69,Brookefield,Casual Dining,others,850.0,Delivery
Pan Asian,Yes,No,3.6,0,BTM,Quick Bites,Chinese,500.0,Dine-out
Bon Sante,No,No,3.6,104,Brigade Road,Cafe,others,800.0,Dine-out
Sri Sai 99 Variety Dosa,Yes,No,3.7,27,Nagawara,Quick Bites,South Indian,200.0,Delivery
The Fisherman's Wharf,Yes,Yes,4.3,4139,Sarjapur Road,"Casual Dining, Bar",others,1400.0,Dine-out
Smoke House Deli,Yes,No,4.6,2518,Lavelle Road,Casual Dining,others,1600.0,Delivery
Svi Food And Juice,No,No,3.3,0,Ulsoor,Quick Bites,North Indian,250.0,Dine-out
Khanapur Express,No,No,3.6,0,JP Nagar,Quick Bites,others,500.0,Delivery
Galito's,Yes,No,4.5,414,Bannerghatta Road,Casual Dining,others,1000.0,Dine-out
Lickity Garden,Yes,No,3.2,4,Frazer Town,Casual Dining,others,750.0,Dine-out
Swathi Spice n Ice,Yes,No,3.5,165,HSR,Casual Dining,others,700.0,Delivery
Corner House Ice Cream,No,No,4.3,345,Banashankari,Dessert Parlor,"Ice Cream, Desserts",400.0,Delivery
Famous Bawarchi,No,No,3.4,0,Marathahalli,Quick Bites,"Biryani, Kebab",400.0,Dine-out
Mudpipe Cafe,Yes,No,4.2,744,Cunningham Road,Cafe,others,750.0,Delivery
Richbite Indian Spice,No,No,3.2,0,JP Nagar,others,North Indian,500.0,Dine-out
Sri Sai 99 Variety Dosa,Yes,No,3.6,38,Jayanagar,Quick Bites,South Indian,300.0,Dine-out
Lime Twist,Yes,No,3.2,0,Koramangala 5th Block,Quick Bites,"Fast Food, Beverages",150.0,Delivery
SLV Upachar,Yes,No,3.1,14,Kumaraswamy Layout,Quick Bites,others,250.0,Delivery
Balaji Biriyani Corner,No,No,3.1,0,HBR Layout,Quick Bites,others,350.0,Delivery
FreshBakes,Yes,No,3.8,0,Koramangala 1st Block,"Takeaway, Delivery","Bakery, Desserts",350.0,Delivery
Cake Box,Yes,No,3.5,98,Koramangala 8th Block,Bakery,"Bakery, Desserts",400.0,Delivery
North Se South Veg & Non-Veg Restaurants,Yes,No,3.6,17,Banaswadi,Quick Bites,"South Indian, North Indian, Chinese",250.0,Delivery
Cafe Velvette,No,No,3.5,11,Domlur,others,others,400.0,Cafes
Appana Restaurant,Yes,No,3.8,0,BTM,Quick Bites,North Indian,300.0,Delivery
Grab n Go - Aloft Hotel,No,No,3.1,7,Whitefield,Casual Dining,others,1000.0,Dine-out
Vandana Restaurant,No,No,3.3,0,Electronic City,Quick Bites,others,400.0,Dine-out
Bean Flickers,Yes,No,4.3,397,Indiranagar,Cafe,others,700.0,Delivery
Melting Pot at Woodrose,Yes,No,3.7,19,JP Nagar,Quick Bites,North Indian,800.0,Delivery
House Of Seitan,Yes,No,4.0,38,Indiranagar,Cafe,others,700.0,Delivery
Hara Fine Dine,Yes,Yes,4.0,633,Banashankari,Casual Dining,"North Indian, Chinese",800.0,Dine-out
Bengal Metro,No,No,3.4,0,Koramangala 1st Block,Quick Bites,others,600.0,Dine-out
Nandhana Palace,No,Yes,4.1,771,Koramangala 4th Block,"Casual Dining, Bar",others,800.0,Pubs and bars
HomelyDelight,Yes,No,3.8,33,Brookefield,Quick Bites,North Indian,300.0,Delivery
Make It Roll,Yes,No,3.8,33,HSR,Quick Bites,others,400.0,Dine-out
Grand Gowdru Hotel,Yes,No,3.4,31,Koramangala 6th Block,Casual Dining,"South Indian, North Indian, Chinese",700.0,Delivery
Indy Palate,Yes,No,3.6,14,Bellandur,Quick Bites,others,250.0,Dine-out
Hare Krishna,No,No,2.9,16,Majestic,Quick Bites,"North Indian, South Indian, Chinese",300.0,Dine-out
Sri Udupi Food Hub,Yes,Yes,4.1,176,Jayanagar,Casual Dining,others,500.0,Dine-out
Appam & Curry,Yes,No,3.8,18,Koramangala 1st Block,Quick Bites,"Kerala, South Indian",200.0,Dine-out
Chai Galli,Yes,No,4.4,480,Koramangala 5th Block,Cafe,others,450.0,Delivery
Sutra Spice-The Resto Bar,No,No,3.9,35,Koramangala 4th Block,others,others,1000.0,Drinks & nightlife
Fresh Aahar,Yes,No,3.9,37,Indiranagar,Quick Bites,others,400.0,Dine-out
Aqua - The Park Bangalore,No,Yes,4.0,195,MG Road,others,others,3000.0,Drinks & nightlife
In Time Cane Juice,Yes,No,3.5,10,Kumaraswamy Layout,others,others,100.0,Delivery
Satakarni,Yes,No,3.1,217,Marathahalli,Casual Dining,others,650.0,Delivery
Kolkata Famous Kati Rolls,Yes,No,3.1,4,Banaswadi,others,"Fast Food, Rolls",200.0,Delivery
Biryani Nights,Yes,No,3.6,19,Bannerghatta Road,Quick Bites,"South Indian, North Indian, Chinese",400.0,Dine-out
Cocoa Bakes,No,No,3.2,0,Brookefield,Bakery,"Bakery, Desserts",300.0,Desserts
Five Star Chicken,Yes,No,3.4,26,Ulsoor,Quick Bites,"Fast Food, Burger",200.0,Dine-out
Hotel Food Zone,No,No,3.3,9,Electronic City,Quick Bites,"North Indian, Chinese",350.0,Delivery
New Grand Restaurant,Yes,No,3.1,11,BTM,Casual Dining,others,500.0,Delivery
Cool Treat Cafe & Cakes,No,No,3.4,0,Electronic City,Bakery,"Bakery, Fast Food",300.0,Delivery
Hotel Dil Coorg,Yes,No,3.7,80,Ulsoor,Quick Bites,"North Indian, South Indian",300.0,Delivery
Vegan Khana,No,No,3.4,0,Koramangala 1st Block,"Takeaway, Delivery",others,400.0,Delivery
Roll Junction,Yes,No,2.9,56,Cunningham Road,Quick Bites,"Fast Food, Rolls",150.0,Dine-out
Dakshin Grand,Yes,No,3.0,82,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Street Food",300.0,Dine-out
Mustard Cafe,Yes,No,4.1,894,Koramangala 3rd Block,Cafe,others,800.0,Cafes
Chettinad Food House,No,No,3.1,7,BTM,Quick Bites,others,300.0,Delivery
Simhapuri Kitchen,Yes,Yes,4.0,511,Brookefield,Casual Dining,others,800.0,Dine-out
Tasty Castle,No,No,2.9,0,New BEL Road,Quick Bites,others,300.0,Dine-out
Fit Dish Fetish,No,No,3.5,38,West Bangalore,"Takeaway, Delivery",others,500.0,Delivery
Sea Horse,No,No,3.4,9,JP Nagar,Casual Dining,"South Indian, Chinese",400.0,Dine-out
YummRajj,Yes,No,3.3,42,BTM,Quick Bites,Fast Food,500.0,Delivery
Eat Repeat Express,No,No,3.5,10,Koramangala 5th Block,Delivery,"North Indian, Chinese, Continental",600.0,Delivery
Kuttanadu,Yes,No,2.8,261,HSR,Casual Dining,others,700.0,Dine-out
Fava,No,Yes,4.4,2054,Lavelle Road,"Casual Dining, Bar",others,1200.0,Drinks & nightlife
Noodle Oodle,No,No,3.2,0,Bellandur,"Takeaway, Delivery",Chinese,400.0,Delivery
Burger Mania,Yes,No,3.6,0,HSR,Quick Bites,others,400.0,Delivery
Madeleine,No,No,3.5,0,HSR,Bakery,Bakery,400.0,Delivery
90's Cafe,No,No,3.6,0,JP Nagar,Quick Bites,"Fast Food, Burger",500.0,Desserts
Mr. Beans - Home Cafe,Yes,Yes,4.2,2714,Koramangala 3rd Block,Cafe,others,1000.0,Dine-out
La-Pizza,Yes,No,3.6,151,East Bangalore,Delivery,others,450.0,Delivery
Bharani's,No,No,3.2,0,MG Road,Quick Bites,South Indian,300.0,Dine-out
Crepe Nation,Yes,No,3.8,12,South Bangalore,others,others,300.0,Delivery
Wings Mama,Yes,No,3.0,0,HSR,"Takeaway, Delivery",others,300.0,Delivery
Lalbagh Upahara,No,No,3.0,0,Shanti Nagar,Quick Bites,others,100.0,Dine-out
Bowring Kulfi,No,No,4.0,100,Residency Road,Dessert Parlor,"Ice Cream, Desserts",150.0,Desserts
Biryani Mane,Yes,No,3.6,66,Marathahalli,Quick Bites,"North Indian, Biryani",600.0,Dine-out
Hotel New Sagar,No,No,3.2,0,Shivajinagar,Quick Bites,"North Indian, Chinese, Biryani",300.0,Delivery
Old Days North Indian Restaurant,No,No,3.7,0,Basavanagudi,Casual Dining,North Indian,450.0,Dine-out
A2B - Adyar Ananda Bhavan,Yes,No,2.7,194,Nagawara,Casual Dining,others,400.0,Delivery
Hotel Malabar,No,No,3.4,0,Electronic City,Casual Dining,others,400.0,Dine-out
Desi Vdesi,Yes,No,3.8,50,BTM,Quick Bites,others,250.0,Delivery
Paratha Merchant,Yes,No,3.1,39,Kumaraswamy Layout,Quick Bites,North Indian,300.0,Delivery
French Bakery,No,No,3.3,7,BTM,Delivery,others,250.0,Delivery
Calcutta Chats,No,No,3.5,17,Vasanth Nagar,Quick Bites,others,200.0,Dine-out
Hotel Bhuvaneshwari,No,No,3.6,0,Whitefield,Quick Bites,North Indian,350.0,Delivery
Matru Sagar,Yes,No,4.1,327,Kalyan Nagar,Quick Bites,"South Indian, North Indian, Chinese",300.0,Dine-out
Thalassery Restaurant,Yes,No,3.2,0,Bannerghatta Road,Casual Dining,others,600.0,Dine-out
New Biriyani Darbar,Yes,No,3.6,68,RT Nagar,Casual Dining,others,450.0,Delivery
Maruti Garden,No,No,3.2,0,BTM,Casual Dining,others,500.0,Dine-out
Damodar Seth,Yes,No,3.2,155,Marathahalli,Casual Dining,others,600.0,Dine-out
Checkpost,Yes,No,4.1,956,JP Nagar,Casual Dining,others,600.0,Dine-out
Hammered,Yes,Yes,4.7,4811,Cunningham Road,others,others,1300.0,Delivery
The Belgian Waffle Co.,Yes,No,3.8,32,Kalyan Nagar,Dessert Parlor,"Desserts, Beverages",350.0,Desserts
Maa Bhook Lagi,Yes,No,4.1,152,HSR,Delivery,North Indian,400.0,Delivery
Maiyas,Yes,No,3.9,291,Malleshwaram,others,others,300.0,Dine-out
Black Rock Cafe,No,No,3.5,22,Marathahalli,Cafe,Cafe,500.0,Cafes
Malabar Mandra,Yes,No,3.6,45,Koramangala 1st Block,Casual Dining,others,700.0,Delivery
Pinxx - Royal Orchid Central,Yes,Yes,3.8,198,MG Road,Casual Dining,others,1600.0,Dine-out
Barbeque Delight,Yes,No,3.8,66,Koramangala 5th Block,Casual Dining,others,800.0,Delivery
Paratha House,Yes,No,3.6,33,Electronic City,Quick Bites,"North Indian, Chinese",350.0,Delivery
Infinitea Tea Room & Tea Store,Yes,Yes,4.2,864,Cunningham Road,others,others,1000.0,Cafes
Chef Delicacies,Yes,No,4.3,0,HSR,"Takeaway, Delivery",others,400.0,Delivery
New A1 Chicken Biryani Point,No,No,3.1,6,Shivajinagar,Quick Bites,Biryani,300.0,Dine-out
Eagles Pizza,Yes,No,3.6,14,Koramangala 7th Block,Casual Dining,others,400.0,Dine-out
Palos,Yes,No,3.3,44,Marathahalli,Quick Bites,"Chinese, North Indian",300.0,Delivery
Khally Wally,No,No,3.6,0,MG Road,Quick Bites,"Biryani, Kebab",250.0,Delivery
Tawa,Yes,No,3.4,25,Koramangala 1st Block,Quick Bites,North Indian,200.0,Delivery
Chicken Corner,Yes,No,3.7,26,BTM,Quick Bites,others,400.0,Dine-out
Sanchez Taqueria & Cantina,No,No,4.2,0,Indiranagar,Casual Dining,others,800.0,Delivery
Omm Sweets & Snacks,Yes,No,3.4,0,Indiranagar,others,"Mithai, Street Food",100.0,Desserts
Q3 Food Corner,No,No,3.4,0,New BEL Road,Casual Dining,"South Indian, North Indian",500.0,Dine-out
Tree Tops Bar & Kitchen,No,Yes,4.4,134,Lavelle Road,"Casual Dining, Bar",others,1000.0,Pubs and bars
X Cafe,No,No,3.2,0,Shanti Nagar,Cafe,others,400.0,Dine-out
Shawarma Bite,No,No,3.3,0,BTM,Quick Bites,Arabian,200.0,Dine-out
Malabar Bay,Yes,Yes,4.2,1539,BTM,Casual Dining,others,800.0,Delivery
Jigarthanda,No,No,3.5,17,Malleshwaram,others,others,300.0,Dine-out
Soul Curries,No,No,3.1,0,JP Nagar,Quick Bites,South Indian,150.0,Dine-out
Shanthi Sagar,Yes,No,3.6,518,JP Nagar,Casual Dining,"South Indian, North Indian, Chinese",400.0,Delivery
Scottish Pub,No,No,3.9,191,St. Marks Road,others,Finger Food,600.0,Pubs and bars
Eat Well,Yes,No,3.5,32,Indiranagar,Quick Bites,"North Indian, Chinese",400.0,Dine-out
Cariocake,No,No,3.9,56,JP Nagar,Bakery,"Bakery, Desserts",350.0,Delivery
The Burger Place,Yes,No,3.8,28,Koramangala 1st Block,Quick Bites,others,400.0,Dine-out
Sri Lakshmi Vaibhav,Yes,No,4.0,156,Whitefield,Casual Dining,"South Indian, North Indian, Chinese",500.0,Delivery
Makers of Milkshakes,Yes,No,4.2,56,Koramangala 5th Block,others,Beverages,400.0,Delivery
Sri Guru Kottureshwara Davangere Benne Dosa,Yes,No,4.1,564,Basavanagudi,Quick Bites,South Indian,150.0,Dine-out
Happiest Moment,No,No,3.0,0,Seshadripuram,Quick Bites,"North Indian, Chinese, Biryani",350.0,Dine-out
Tea Break Lounge,Yes,No,3.3,5,Brigade Road,Quick Bites,"Beverages, Fast Food",400.0,Delivery
Rolex Food Palace Restaurant,No,No,3.4,9,HSR,Casual Dining,others,850.0,Dine-out
Sri Dalma,Yes,No,3.8,78,HSR,Quick Bites,others,350.0,Delivery
Fatima Bakery,No,No,3.7,14,Richmond Road,others,"Bakery, Fast Food",300.0,Desserts
Amarnath Ice Cream Parlour,No,No,3.5,0,Koramangala 1st Block,Dessert Parlor,"Ice Cream, Desserts",200.0,Desserts
The Gluten Free Baking Co.,No,No,3.8,41,Banaswadi,Bakery,Bakery,400.0,Delivery
Sultans of Spice,Yes,Yes,4.5,3473,Koramangala 5th Block,Casual Dining,others,1300.0,Dine-out
Dad's Coffee Club,No,No,3.4,0,Residency Road,Cafe,others,200.0,Dine-out
Nisarga Garden,No,No,4.0,90,Infantry Road,Quick Bites,others,300.0,Dine-out
Roti Ghar,Yes,No,3.9,750,Basavanagudi,Casual Dining,"North Indian, Chinese, South Indian",500.0,Dine-out
Shezan,Yes,No,4.2,402,Cunningham Road,Casual Dining,others,600.0,Dine-out
Odissi Restaurant,Yes,No,2.9,67,BTM,Casual Dining,others,200.0,Delivery
7 Hills Garden Restaurant,Yes,No,3.8,0,Banashankari,Quick Bites,"North Indian, Mughlai, Chinese",400.0,Dine-out
Nandhanam Restaurant,Yes,No,3.7,7,HSR,Quick Bites,others,300.0,Delivery
Amaravati,No,No,3.6,39,BTM,Quick Bites,"North Indian, Chinese",400.0,Delivery
Brewklyn Microbrewery,Yes,Yes,4.4,2329,Kalyan Nagar,others,others,1400.0,Delivery
Swad Restaurant,Yes,No,3.7,115,BTM,Casual Dining,"Chinese, North Indian",550.0,Dine-out
Aapni Rasoi,Yes,No,3.2,127,Bellandur,Quick Bites,North Indian,400.0,Delivery
Onesta,Yes,Yes,4.4,4869,New BEL Road,others,others,600.0,Delivery
Cafesta,Yes,No,4.3,590,Whitefield,Cafe,others,550.0,Dine-out
Shri Vinayaka Ice N Juice,Yes,No,3.1,12,Basavanagudi,Quick Bites,"Beverages, Fast Food",150.0,Dine-out
BLOW,Yes,Yes,4.2,935,Church Street,Cafe,others,750.0,Cafes
Kim Lee Restaurant,No,No,3.8,263,Indiranagar,Casual Dining,"Chinese, Momos",650.0,Delivery
Y Not Shawarma,No,No,3.3,0,BTM,Quick Bites,Arabian,300.0,Dine-out
Om Shiva Shakthi Chats Centre,No,No,3.9,26,Basavanagudi,Quick Bites,others,300.0,Dine-out
Bombay Kulfis,No,No,3.6,0,Whitefield,Dessert Parlor,Ice Cream,200.0,Delivery
Dreamcatcher,Yes,No,3.9,50,Bannerghatta Road,Cafe,Cafe,600.0,Dine-out
The Punjabi Rasoi,No,No,4.0,1829,HSR,Casual Dining,North Indian,800.0,Delivery
Quench & Crunch,Yes,No,3.6,24,Shanti Nagar,others,"Beverages, Fast Food",150.0,Delivery
Soup Station,Yes,No,3.7,11,Bannerghatta Road,Quick Bites,Continental,250.0,Delivery
Taj Restaurant,No,No,3.8,68,City Market,Quick Bites,"North Indian, Biryani",400.0,Dine-out
La Pino'z Pizza,Yes,No,4.1,506,Koramangala 4th Block,Quick Bites,others,600.0,Dine-out
Akshaya Sambrama Veg Restaurant,No,No,3.2,13,Vasanth Nagar,Quick Bites,"South Indian, Chinese",200.0,Dine-out
Vegan Heat,Yes,No,4.1,313,Koramangala 1st Block,"Takeaway, Delivery",others,650.0,Desserts
Nutri Fit,No,No,3.0,0,Banaswadi,Quick Bites,North Indian,300.0,Delivery
A2B - Adyar Ananda Bhavan,Yes,No,4.1,41,HSR,"Takeaway, Delivery","South Indian, North Indian, Chinese, Street Food",200.0,Delivery
The CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© @ Saanchi,No,No,4.0,33,Richmond Road,Cafe,Cafe,800.0,Dine-out
Delhi Walle,Yes,No,3.9,631,Marathahalli,Quick Bites,"North Indian, Street Food",300.0,Delivery
New Grand Restaurant,Yes,No,3.1,11,BTM,Casual Dining,others,500.0,Dine-out
The Bar Therapy,No,No,3.2,0,Koramangala 1st Block,others,others,800.0,Dine-out
Chilld Monk,Yes,No,3.5,8,BTM,Dessert Parlor,"Desserts, Ice Cream",250.0,Delivery
Mint Masala,No,No,2.8,255,Infantry Road,Casual Dining,"North Indian, Chinese",1000.0,Dine-out
Vegetarea,Yes,No,3.9,17,"Varthur Main Road, Whitefield","Takeaway, Delivery",South Indian,250.0,Delivery
Fabcafe,Yes,Yes,4.1,54,MG Road,Cafe,others,800.0,Delivery
Sankranti,Yes,No,3.6,85,Marathahalli,Casual Dining,Andhra,600.0,Dine-out
Delices,Yes,No,3.1,6,Ulsoor,Bakery,"Bakery, Desserts",400.0,Delivery
Adi's Cake N Cafe,No,No,3.2,0,Bannerghatta Road,Bakery,Bakery,400.0,Desserts
Food Junction,No,No,3.5,42,BTM,Quick Bites,others,400.0,Dine-out
Parvas Biriyani Park,No,No,3.2,0,Brookefield,Quick Bites,others,400.0,Dine-out
Gundappa Donne Biryani,No,No,3.1,117,Koramangala 7th Block,Quick Bites,Biryani,200.0,Delivery
Sangam Sweets,Yes,No,3.8,75,Koramangala 3rd Block,others,"Mithai, Street Food",200.0,Delivery
Afghani Tandoori Hub,Yes,No,3.7,14,BTM,Quick Bites,others,400.0,Delivery
Cookie Man,Yes,No,3.4,0,Bannerghatta Road,Dessert Parlor,Bakery,150.0,Delivery
Cafe Sulaimani,No,No,3.7,0,BTM,Quick Bites,others,300.0,Delivery
Dial For Cake,Yes,No,3.3,0,Whitefield,Bakery,"Bakery, Desserts",500.0,Delivery
Naachiyar's,Yes,No,3.9,120,Ulsoor,Casual Dining,others,600.0,Delivery
Kokomo,Yes,No,4.0,195,Koramangala 6th Block,Delivery,others,500.0,Delivery
Kettle & Kegs,Yes,No,4.3,0,Indiranagar,Delivery,others,200.0,Delivery
Rolls On Wheels,No,No,3.6,255,Marathahalli,Quick Bites,others,200.0,Dine-out
Punjabi's Food Corner,Yes,No,3.5,89,CV Raman Nagar,Quick Bites,"North Indian, Chinese",250.0,Dine-out
Caffe Maven,Yes,No,3.6,26,Residency Road,Quick Bites,"Chinese, North Indian",300.0,Dine-out
Mani's Dum Biryani,Yes,No,4.0,284,Marathahalli,Casual Dining,others,750.0,Delivery
Onesta,Yes,Yes,4.4,9085,Koramangala 4th Block,others,others,600.0,Desserts
Kolkata Kitchen,Yes,No,3.2,231,Electronic City,Quick Bites,others,400.0,Delivery
SV Indian Restaurant,Yes,No,3.5,13,Hennur,Quick Bites,"North Indian, Chinese",400.0,Delivery
Black Mug Cafe,Yes,No,3.7,171,Bannerghatta Road,Cafe,Cafe,300.0,Dine-out
Crave,No,No,3.9,0,Koramangala 4th Block,Bakery,Bakery,600.0,Desserts
Shagun Sweets & Foods,Yes,No,3.5,221,BTM,others,others,400.0,Dine-out
Dilli Highway,No,No,3.0,25,Kammanahalli,Delivery,North Indian,400.0,Delivery
Jay Mataji Farsan and Sweets,No,No,3.5,9,Yeshwantpur,others,others,150.0,Desserts
Broadway - The Gourmet Theatre,Yes,Yes,4.2,1148,HSR,Casual Dining,others,1800.0,Buffet
Old Mumbai Ice Cream,Yes,No,3.8,41,Basavanagudi,Dessert Parlor,Ice Cream,150.0,Desserts
Aniram's,Yes,No,4.1,739,JP Nagar,Delivery,"Chinese, North Indian",500.0,Delivery
The Bridge Walk Cafe,Yes,No,3.7,44,Kengeri,Cafe,"Cafe, Continental",500.0,Delivery
Ishta Upahar,Yes,No,3.4,41,Ulsoor,Quick Bites,South Indian,100.0,Delivery
Delhi Food Factory,Yes,No,3.4,0,Frazer Town,Delivery,North Indian,500.0,Delivery
NV Patisserie,No,No,3.6,10,Koramangala 1st Block,"Takeaway, Delivery","Desserts, Bakery",350.0,Delivery
Dipd N Chocolate,Yes,No,3.8,0,Koramangala 7th Block,Cafe,"Cafe, Desserts",300.0,Delivery
Krishna Bhojan,No,No,3.2,0,Marathahalli,Quick Bites,North Indian,300.0,Dine-out
Cream and Bakes,No,No,3.5,14,Domlur,Dessert Parlor,Desserts,100.0,Delivery
Over The Top Terrace Lounge,No,Yes,3.9,1388,Koramangala 5th Block,others,others,1400.0,Delivery
Grahaira,No,No,3.4,0,Commercial Street,Quick Bites,North Indian,300.0,Delivery
Parathe Wali Gali,Yes,No,3.8,38,Wilson Garden,Quick Bites,North Indian,250.0,Delivery
Kabab Magic,Yes,No,3.8,884,BTM,Quick Bites,others,500.0,Dine-out
Lassi Corner,Yes,No,3.3,68,Marathahalli,others,others,250.0,Delivery
Mother's Rasoi,Yes,No,3.8,170,Bannerghatta Road,Quick Bites,others,250.0,Dine-out
Ustaad Biryani,Yes,No,3.2,5,HSR,Delivery,Biryani,500.0,Delivery
Choco Monk,No,No,3.4,0,BTM,Delivery,Desserts,200.0,Delivery
AB Cafe,No,No,3.3,0,Marathahalli,others,"Fast Food, Beverages",300.0,Dine-out
Fitnest,Yes,No,3.2,16,BTM,Delivery,others,350.0,Delivery
PagalKhana,Yes,Yes,3.9,144,Koramangala 4th Block,Casual Dining,others,1000.0,Delivery
Maa Bhook Lagi,Yes,No,3.9,296,Koramangala 4th Block,"Takeaway, Delivery",North Indian,400.0,Delivery
Tasty Treats,No,No,2.9,0,MG Road,Quick Bites,others,350.0,Delivery
Sri Krishna Foodline,No,No,3.3,4,Ulsoor,Quick Bites,North Indian,100.0,Dine-out
Yumlane,Yes,No,2.9,25,Brookefield,"Takeaway, Delivery","Pizza, Fast Food",200.0,Delivery
Sai Mango Tree,Yes,No,3.6,45,BTM,Casual Dining,"North Indian, Chinese",500.0,Delivery
Gallop Bar - Davanam Sarovar Portico Suites,No,No,3.5,11,Koramangala 2nd Block,others,Finger Food,1600.0,Drinks & nightlife
Big Pitcher,No,Yes,4.7,9021,Old Airport Road,others,others,1800.0,Buffet
Carnival de Goa,Yes,Yes,4.2,982,Ulsoor,"Casual Dining, Bar",others,1000.0,Dine-out
Bao and Rolls,No,No,3.6,19,Bannerghatta Road,Quick Bites,others,250.0,Delivery
Woody's,Yes,No,2.6,208,JP Nagar,Casual Dining,others,650.0,Dine-out
Glen's Bakehouse,Yes,No,4.4,1106,Lavelle Road,others,others,600.0,Cafes
The Hungry Yeti,No,No,4.0,146,Whitefield,Casual Dining,others,700.0,Dine-out
Desi Adda,No,No,3.3,22,BTM,Quick Bites,"North Indian, Chinese",300.0,Dine-out
Bangalore City Flowers And Cakes,No,No,3.3,0,Malleshwaram,Bakery,Bakery,200.0,Delivery
Helloo Delhi,Yes,Yes,4.1,221,Koramangala 4th Block,Casual Dining,North Indian,1000.0,Dine-out
Thrupthi Restaurant,No,No,3.4,15,Bannerghatta Road,Quick Bites,Kerala,150.0,Dine-out
Kitchen King,No,No,3.6,0,Bannerghatta Road,Quick Bites,"South Indian, North Indian, Chinese",250.0,Dine-out
